accX,accY,accZ
-1220,-1704,17016
-1164,-1700,17060
-1144,-1600,16912
-1156,-1700,16888
-1084,-1584,16952
-1324,-1556,17092
-924,-1608,16836
-1244,-2084,16804
1260,2364,19852
-748,-1472,17104
-1432,-1236,17256
-1048,-1216,17216
-1044,-1180,17052
-948,-1388,17100
-1028,-1244,17020
-1140,-1380,16936
-1140,-1520,17076
-1120,-1312,16972
-1056,-1396,17008
-1084,-1348,16876
-1124,-1252,17072
-1104,-1160,17096
-1132,-1076,17044
-1224,-1220,17164
-1128,-1116,17184
-1244,-1340,16844
-1492,-1232,17160
608,-3336,18256
-1488,-1320,17164
-1224,-480,17136
-1372,-1412,16736
-1200,-1336,17232
-676,-1228,17892
-1660,-656,16988
-1452,-1508,16396
-1660,-1432,16984
-1588,-1264,17116
-1604,-1072,17116
-2612,-648,17652
-2188,-392,17484
-1252,-1368,16996
-1588,-696,17204
-1176,-1220,16576
-1328,-264,16876
-1416,-648,17256
-1256,-284,16868
-1580,-1144,16968
-2156,-1228,17136
-1188,-536,17156
-1712,-596,17292
-1492,-808,17004
-1396,-964,17088
-1376,-404,17076
-1436,-132,17112
-1508,-348,17032
-1476,-348,17008
-1540,-504,17152
-1452,-812,17044
-1000,-576,16776
-1356,-860,17184
-416,-588,18028
-960,724,16516
-1472,372,16748
-2040,496,16020
-1844,416,16320
-1460,-76,17488
-1568,80,17156
-1708,372,16656
-1704,184,16900
-1576,80,17216
-1640,188,16840
-1612,268,16788
-1516,120,17132
-1600,152,17096
-1612,280,16884
-1644,244,16916
-1616,120,16984
-1604,208,16984
-1640,168,16900
-1680,180,16988
-1556,172,16936
-1628,256,16900
-1608,180,17024
-1612,196,16888
-1580,184,16908
-1592,232,16908
-1572,172,16996
-1712,252,16952
-1628,276,16976
-1620,188,16932
-1556,208,16932
-1624,320,16996
-1668,224,16872
-1616,300,16912
-1672,192,16960
-1688,252,17032
-1628,192,16976
-1672,240,16912
-1620,244,17056
-1592,276,16936
-1592,232,17040
-1664,208,16928
-1616,176,16988
-1560,296,17132
-1632,264,17028
-1600,240,17032
-1668,256,17064
-1564,208,16848
-1588,284,17004
-1588,256,17040
-1556,256,16972
-1624,228,16980
-1628,272,16952
-1600,236,17088
-1716,284,17072
-1584,248,16960
-1616,208,16888
-1592,268,16980
-1656,248,17004
-1664,252,16996
-1644,304,16928
-1584,232,17040
-1620,244,16912
-1640,268,17032
-1700,216,16952
-1620,272,16944
-1560,208,17056
-1656,216,16936
-1696,332,16828
-1620,248,16940
-1628,284,16948
-1672,308,16900
-1608,280,16964
-1620,236,16992
-1664,312,16924
-1664,264,17084
-1604,252,16820
-1644,220,16944
-1628,272,16892
-1568,260,16904
-1696,260,16952
-1648,244,16972
-1604,292,17000
-1604,320,16976
-1668,308,16996
-1652,292,16948
-1592,260,17132
-1600,324,16940
-1584,248,16992
-1664,320,16892
-1584,216,16956
-1568,284,16904
-1604,284,16996
-1584,336,16976
-1644,264,16944
-1628,268,17092
-1620,304,17040
-1620,252,16976
-1700,280,16936
-1624,256,16888
-1572,280,17048
-1572,316,16940
-1556,272,16976
-1680,268,16964
-1580,316,16984
-1604,288,17040
-1688,352,16992
-1624,272,16912
-1600,284,16952
-1580,320,16960
-1636,228,16912
-1596,216,16968
-1656,252,16952
-1648,336,16988
-1640,300,16896
-1624,292,16976
-1688,300,17020
-1632,316,17036
-1700,336,16968
-1656,308,16956
-1576,328,17016
-1584,300,17008
-1596,312,17012
-1648,292,17040
-1664,304,16996
-1612,328,16820
-1620,308,17012
-1652,336,16944
-1656,332,16960
-1648,324,16964
-1632,304,16996
-1628,320,16924
-1544,284,16992
-1632,284,17008
-1632,216,17100
-1672,312,16916
-1656,304,16996
-1616,300,16976
-1608,292,17124
-1592,308,16940
-1660,292,16796
-1600,348,17012
-1588,348,16888
-1656,328,16904
-1656,276,16884
-1612,232,16956
-1600,252,17008
-1616,368,16948
-1632,284,16908
-1688,300,16956
-1668,288,17052
-1664,232,16932
-1604,280,16964
-1660,308,16920
-1676,300,16964
-1640,268,16908
-1676,364,16944
-1604,304,17008
-1664,264,16972
-1720,360,16848
-1644,320,16956
-1612,300,17004
-1680,348,16972
-1612,260,17000
-1620,340,16960
-1616,248,17096
-1556,380,17072
-1584,288,16956
-1676,316,16984
-1660,324,17008
-1680,380,17004
-1668,272,16956
-1632,348,16904
-1604,300,16964
-1564,368,16864
-1620,344,16976
-1632,284,16860
-1560,312,16968
-1612,340,16968
-1644,296,16896
-1584,344,16972
-1624,332,17016
-1612,312,16980
-1680,268,17000
-1604,312,16880
-1612,340,16960
-1596,344,16920
-1700,248,16936
-1632,288,16968
-1604,300,17068
-1700,296,17000
-1652,272,16956
-1624,316,16976
-1596,300,17040
-1604,316,16884
-1632,272,17152
-1592,372,17056
-1596,312,17060
-1632,300,16944
-1564,308,17020
-1604,312,16940
-1636,348,16980
-1628,332,17004
-1608,328,16924
-1652,312,16988
-1616,280,16988
-1560,348,16968
-1604,280,16952
-1620,280,16976
-1652,356,17048
-1688,336,16988
-1592,320,16948
-1596,336,16964
-1596,308,16900
-1596,296,17044
-1620,360,17044
-1664,288,16964
-1640,300,17040
-1644,376,16916
-1624,340,16928
-1588,312,16936
-1604,328,16992
-1660,328,16992
-1632,324,17036
-1664,336,16964
-1648,276,17076
-1696,312,16996
-1580,340,16968
-1664,284,17032
-1648,352,16932
-1648,304,16988
-1596,384,17000
-1640,376,17016
-1620,392,17024
-1580,340,16948
-1560,260,16988
-1644,304,16916
-1548,340,17000
-1608,316,16868
-1624,324,16960
-1656,360,16960
-1660,408,16988
-1680,400,16892
-1708,372,17112
-1572,352,16920
-1660,376,17016
-1596,368,16972
-1660,320,16924
-1592,268,16968
-1604,344,16912
-1632,308,16984
-3960,-2312,18768
-3368,-2644,16080
-1340,-364,16888
1072,-312,13468
-220,-220,16468
-1476,1744,16224
-1268,4452,18320
-1592,1136,16948
-1344,132,17320
-716,668,14696
-888,92,17176
-984,272,16972
-664,548,17244
-560,228,17012
-216,284,17028
-96,-352,16616
132,-84,16644
416,-56,16812
496,56,16756
424,-600,17108
588,-244,16916
184,-560,17500
232,-1096,17436
244,-1112,17112
208,-1004,17068
-92,-872,17004
-232,-992,17220
-404,-1092,17224
-352,-972,17056
-476,-1044,17080
-452,-1084,17016
-456,-1208,17224
-504,-1052,17064
-472,-1148,17192
-440,-1024,17104
-492,-956,17088
-648,-996,17028
-644,-1028,17176
-708,-976,17048
-632,-1160,16944
-648,-1232,16896
-604,-1092,17104
-600,-1036,17040
-604,-1036,17124
-652,-868,17164
-788,-812,17060
-732,-892,16948
-724,-1136,17040
-596,-1104,17024
-588,-1232,17116
-512,-1060,16988
-516,-1072,17124
-388,-1040,17028
-396,-1188,16980
-392,-1152,17048
-428,-1088,17064
-256,-1228,16956
-364,-1324,17112
-336,-1340,16988
-392,-1292,16988
-320,-1224,17028
-424,-1296,16984
-504,-1316,16980
-536,-1308,17012
-456,-1164,17068
-512,-1164,17116
-496,-1108,16940
-508,-924,17004
-492,-880,17088
-596,-924,17052
-632,-912,17152
-632,-1164,17024
-580,-1040,17012
-636,-1120,17068
-628,-1116,17004
-600,-1148,17060
-612,-1176,17072
-456,-1176,17056
-508,-1152,17136
-444,-1132,17016
-408,-1048,17028
-372,-992,16976
-480,-904,17068
-448,-796,17076
-400,-860,17112
-432,-1056,17100
-420,-916,17048
-428,-1116,17088
-512,-1152,17024
-532,-1280,17052
-496,-1296,17036
-440,-1280,17152
-472,-1208,17044
-432,-1272,17048
-500,-1144,17060
-496,-1216,16952
-456,-1148,16964
-504,-1124,17208
-532,-1060,16984
-596,-1000,17020
-532,-1080,17024
-532,-1136,16992
-416,-1324,16952
-436,-1456,17000
-396,-1468,17020
-360,-1436,16984
-356,-1404,17008
-376,-1492,16960
-440,-1380,16960
-484,-1288,17032
-380,-1256,17056
-480,-1216,17088
-400,-932,16956
-436,-996,17052
-304,-1060,17048
-272,-1164,17040
-324,-1236,17032
-356,-1136,17136
-396,-1276,16912
-336,-1268,16984
-500,-1292,17040
-548,-1280,17036
-528,-1208,17024
-688,-1192,17144
-688,-1044,17100
-612,-1104,17068
-588,-996,17024
-528,-984,17032
-560,-948,17128
-496,-1004,17084
-432,-1088,17064
-428,-1084,17036
-476,-1180,17080
-496,-1320,16972
-504,-1264,16996
-632,-1228,17020
-556,-1212,16964
-508,-1212,17032
-492,-1132,16884
-536,-1080,17132
-488,-1152,17056
-464,-1092,17152
-360,-916,16992
-260,-1008,16992
-220,-1132,17080
-200,-1052,17040
-168,-1232,17068
-152,-1360,16936
-172,-1312,17008
-116,-1320,17124
-140,-1360,17064
-128,-1296,17036
-116,-1372,17104
-208,-1256,17020
-252,-1140,16964
-268,-1176,17148
-324,-1064,17060
-396,-1060,17000
-440,-976,17100
-352,-1184,17020
-480,-1084,16944
-400,-1208,17132
-708,-920,17128
-604,-1088,17104
-624,-1048,17004
-692,-1132,17060
-596,-1080,17008
-556,-1144,17024
-576,-1240,17016
-444,-1064,16984
-296,-1056,17056
-220,-964,17164
-76,-816,17020
20,-984,17052
-92,-1092,17056
-56,-1036,17088
-100,-1056,17056
-168,-1052,16956
-212,-1144,17000
-268,-1212,17020
-324,-1204,17096
-408,-1144,17092
-388,-1148,17036
-484,-1136,16984
-524,-1104,17044
-460,-1240,16980
-748,-884,16856
-732,-860,17128
-788,-692,16936
-684,-844,17060
-556,-904,17156
-556,-1008,16988
-532,-1056,16980
-548,-1280,17040
-496,-1320,17024
-500,-1240,16980
-472,-1272,16948
-484,-1216,17048
-544,-1280,17036
-416,-1124,17084
-412,-1180,16964
-364,-1184,17068
-300,-1028,16984
-300,-960,16988
-204,-980,17024
-184,-992,17072
-320,-1240,17080
-332,-1204,17032
-308,-1368,16976
-336,-1368,17036
-352,-1360,16988
-340,-1344,17056
-368,-1272,16960
-420,-1312,17052
-424,-1336,17132
-420,-1292,16964
-464,-1292,16984
-424,-1244,17024
-448,-1032,17028
-420,-980,17152
-400,-1104,17168
-392,-1200,17008
-268,-1200,17052
-340,-1244,16980
-380,-1372,17132
-296,-1356,17024
-248,-1400,17028
-260,-1344,17004
-188,-1336,16916
-276,-1308,17156
-264,-1160,17124
-200,-1096,16996
-160,-944,17036
-68,-868,17100
-12,-968,17092
-112,-1060,17144
-108,-1236,17028
-92,-1196,16944
-212,-1256,17064
-272,-1256,17012
-312,-1256,16996
-380,-1264,17124
-396,-1312,17088
-452,-1324,17080
-576,-1296,17096
-520,-1312,17052
-532,-1248,16972
-536,-1228,17060
-392,-1208,17116
-488,-868,17076
-324,-1004,17104
-280,-1144,17200
-240,-1180,17108
-152,-1244,17032
-168,-1356,17064
44,-1352,17016
60,-1296,17072
116,-1308,16956
24,-1264,17036
-40,-1168,17084
-16,-1112,16984
-20,-1164,16960
-16,-940,17008
-48,-920,17012
-20,-1072,17144
-100,-1108,17092
-12,-1088,17048
-12,-1128,17076
-116,-1332,17088
-180,-1324,16984
-240,-1344,17000
-348,-1312,16992
-412,-1424,16960
-392,-1372,17092
-352,-1420,16944
-468,-1412,17028
-372,-1296,17056
-312,-1240,17092
-344,-1176,17004
-316,-1072,17196
-236,-1024,17088
-236,-1068,17028
-156,-1068,17072
-48,-1124,17060
24,-1020,17168
72,-1144,17008
116,-1160,17024
20,-1316,17088
128,-1344,17048
-4,-1328,17060
32,-1480,16988
-148,-1304,17064
-152,-1232,17016
-232,-1164,16968
-288,-940,17140
-324,-940,16980
532,-2636,17312
-868,732,17184
-428,312,17076
-36,-840,16940
64,-956,17108
88,-916,17060
92,-1304,16996
260,-1296,16992
340,-1888,16732
-212,-1160,17000
-164,-1140,17016
-260,-1380,17032
-164,-1252,17124
-312,-1160,17028
-308,-1280,16880
-420,-1364,17140
-736,-880,17008
-684,-536,17044
-608,-564,17120
-500,-612,17136
-324,-728,17044
-220,-908,17116
-84,-1028,17036
-152,-1044,17076
32,-1144,16968
-60,-1404,17176
-40,-1212,17092
-88,-1376,16948
-48,-1496,17112
72,-1388,17020
136,-1332,16904
96,-1404,17008
264,-1240,16932
304,-1444,16928
260,-1372,17028
220,-1380,16952
0,-1304,17004
-108,-1264,17060
-216,-1372,17176
-388,-1384,17104
-552,-1236,17068
-576,-1320,17032
-752,-1232,16664
-876,-1176,17220
-792,-1236,16932
-680,-1064,17044
-400,-1076,17060
-256,-1180,16956
-168,-1336,17088
-128,-1356,17072
160,-1312,16868
120,-1368,17036
156,-1344,17080
184,-1468,17020
96,-1396,17100
-64,-1428,16980
-128,-1424,17016
-148,-1384,16912
-224,-1344,17160
-216,-1172,17096
-288,-1132,17000
-296,-920,17100
-324,-1008,16976
-360,-1192,17052
-284,-1248,17172
-172,-1264,17080
-200,-1324,17052
-160,-1360,16884
-212,-1412,17056
-244,-1464,16924
-224,-1360,16992
-256,-1428,17012
-332,-1320,17004
-184,-1276,17024
-232,-1348,17076
-292,-1284,17136
-164,-1244,17076
-212,-1236,17080
-220,-1116,17144
-236,-1172,17168
-164,-1256,17136
-216,-1176,17104
-204,-1228,17012
-244,-1404,17024
-268,-1440,17128
-296,-1448,17084
-204,-1344,16940
-68,-1484,16968
-84,-1388,17008
-80,-1408,17048
-72,-1324,17136
-128,-1304,17084
-240,-1260,17104
-232,-1216,17144
-272,-1300,17044
-496,-1364,17032
-376,-1308,16952
-480,-1248,17084
-268,-1176,17124
-456,-1368,17076
-488,-1484,17060
-268,-1456,17020
-244,-1536,16956
-228,-1560,17048
-96,-1568,17172
108,-1388,17116
264,-1272,17084
416,-1388,17020
588,-1308,16976
660,-1120,16828
248,-948,17656
320,-1740,17832
1152,-924,16196
588,-788,17168
288,-452,17356
644,-804,16780
564,-788,16820
264,-860,17080
-40,-192,18280
2164,1096,15356
-1912,-2840,22544
380,-1924,17204
696,-1556,17360
-1736,-532,17076
-892,-480,16484
12,-2308,18628
864,-1944,17456
-1056,2280,16772
-1976,2580,15392
-2124,-648,17536
-1736,-1368,17196
-956,-504,16828
-836,12,16720
-1784,-284,16292
412,108,17436
-524,-268,16572
-1228,112,16924
-1460,-264,17556
-844,-632,17444
-1312,316,16828
-1248,364,16632
-2216,-180,17032
-2480,-1732,17468
-1148,232,17172
-1436,172,16596
-1368,16,16676
-1304,-192,17272
-1404,-240,17148
-1376,4,16824
-1408,-84,17168
-1388,24,16924
-1324,56,17004
-1332,32,17036
-1360,-72,16956
-1292,-92,17096
-1304,-20,17024
-1376,-32,16980
-1348,-44,17004
-1304,-52,17060
-1368,12,17008
-1384,-60,17092
-1372,-76,17020
-1424,-68,16940
-1384,-132,17060
-1392,-36,17076
-1368,-28,17052
-1368,-20,17072
-1300,-36,16908
-1352,-20,17056
-1384,-28,16980
-1412,44,17004
-1412,-24,17064
-1396,-8,16968
-1424,-52,17044
-1360,-20,17012
-1408,12,17016
-1368,-44,16908
-1400,44,16956
-1424,-44,17072
-1436,24,17228
-1452,-8,17020
-1316,36,17156
-1380,-28,16972
-1336,8,16956
-1396,8,16972
-1384,-12,17032
-1400,-44,16956
-1400,-44,17052
-1348,-64,17068
-1340,8,17008
-1304,-32,17024
-1404,84,17012
-1380,-36,16916
-1428,8,17020
-1416,-8,17076
-1348,4,16996
-1404,60,16936
-1360,56,16976
-1372,20,16972
-1444,24,17044
-1452,76,16996
-1364,12,17060
-1372,-16,16992
-1460,60,16988
-1432,20,16912
-1432,40,17008
-1424,-72,16964
-1664,-176,17200
-1428,32,16976
-1364,36,17048
-1300,160,16772
-1312,60,17012
-1328,100,16980
-1424,24,17056
-1504,68,17092
-1484,-16,17080
-1408,68,17060
-1368,80,17064
-1424,160,16944
-1396,40,16964
-1472,20,17092
-1460,-16,16984
-1468,0,17076
-1440,44,16984
-1408,8,17020
-1472,32,17008
-1364,56,16932
-1440,16,17068
-1456,12,17064
-1436,32,17064
-1464,20,16984
-1400,60,16932
-1364,20,17092
-1476,-16,17160
-1164,324,16728
-1432,92,16688
-1308,144,16952
-1664,-244,17236
-1536,84,16928
-1512,-172,17256
-1420,144,16916
-1408,52,16932
-1352,136,17028
-1420,12,17052
-1480,-104,17072
-1440,64,17008
-1436,-56,17020
-1400,4,17080
-1376,76,16912
-1400,112,16976
-1400,-36,16984
-1496,8,17088
-1472,56,17012
-1444,28,17076
-1436,64,16908
-1452,88,16976
-1432,-8,16900
-1516,72,17004
-1508,56,17064
-1476,28,17168
-1484,32,17088
-1472,76,17008
-1460,92,17032
-1436,80,17040
-1440,52,17032
-1444,68,17080
-1408,64,17016
-1424,12,17032
-1388,24,17020
-1452,8,16952
-1440,88,16984
-1476,-4,17004
-1428,12,17040
-1452,84,17060
-1484,20,16912
-1420,12,17016
-1424,104,17028
-1460,84,17128
-1472,64,16936
-1480,68,17140
-1460,60,17036
-1412,24,16992
-1440,84,17036
-1460,52,17040
-1500,28,16992
-1440,44,16952
-1456,56,17008
-1480,-24,16948
-1476,52,17032
-1476,84,17008
-1484,52,17032
-1452,20,16932
-1464,-8,17016
-1456,80,16996
-1440,96,16968
-1448,52,17004
-1544,8,16972
-1412,52,17032
-1428,28,16968
-1508,112,16972
-1432,4,16980
-1436,96,17000
-1464,-12,17000
-1480,112,17056
-1420,88,17076
-1380,40,17020
-1428,104,17024
-1416,88,17064
-1464,52,17020
-1468,60,16956
-1420,92,17032
-1516,72,17000
-1448,48,17012
-1528,16,17028
-1412,60,16984
-1468,4,17008
-1436,44,16864
-1472,72,17076
-1440,72,17008
-1516,36,17032
-1436,60,16956
-1448,48,17072
-1456,44,17064
-1464,56,16980
-1552,68,16936
-1448,64,17044
-1452,60,16964
-1456,60,16880
-1416,72,16964
-1444,60,17088
-1480,36,16980
-1464,72,16980
-1476,68,16960
-1440,16,17004
-1488,56,17020
-1496,40,16932
-1544,48,17004
-1472,88,16924
-1500,92,16964
-1452,96,16980
-1376,32,16956
-1444,44,17040
-1424,72,17048
-1508,40,16964
-1472,24,17108
-1416,108,16952
-1456,104,17044
-1488,36,17040
-1508,24,16956
-1500,24,16912
-1460,60,17064
-1508,44,17024
-1448,68,16968
-1492,48,16992
-1412,72,17068
-1424,36,17004
-1468,28,17128
-1500,52,16976
-1460,32,16976
-1468,120,17032
-1464,72,17056
-1528,36,17008
-1448,60,16964
-1448,92,16880
-1440,140,17084
-1460,120,17112
-1404,88,16968
-1432,116,17044
-1500,20,16888
-1444,28,16908
-1436,76,17064
-1436,-36,16972
-1492,120,16992
-1480,128,16928
-1540,92,16900
-1456,-4,16992
-1468,32,16996
-1500,64,17012
-1476,44,17060
-1460,68,16960
-1440,28,16992
-1440,52,16868
-1484,64,16944
-1492,76,16968
-1520,124,16928
-1460,28,16996
-1480,100,17004
-1484,92,17000
-1504,88,16972
-1504,52,17016
-1448,72,17052
-1424,56,17040
-1508,16,17068
-1516,76,17056
-1448,16,16968
-1444,96,16964
-1472,80,16996
-1456,24,16972
-1480,92,16968
-1476,48,17024
-1488,20,17000
-1448,144,17052
-1452,84,16976
-1448,32,17064
-1516,80,16996
-1444,56,17032
-1512,24,17100
-1452,72,17052
-1476,96,17068
-1492,92,16972
-1476,64,17044
-1440,44,16976
-1532,120,17024
-1552,52,17048
-1484,132,16956
-1468,124,16996
-1476,48,17076
-1472,88,17024
-1484,92,17072
-1488,156,17012
-1444,76,16980
-1452,48,17024
-1504,84,16956
-1476,20,16960
-1592,8,17004
-1520,100,16948
-1464,92,16864
-1488,76,16952
-1456,84,17076
-1452,140,17012
-1532,76,17020
-1468,96,17016
-1464,84,17072
-1456,32,17040
-1448,68,16880
-1444,88,17048
-1440,60,17020
-1436,84,17060
-1480,108,17016
-1492,68,17008
-1472,48,17060
-1468,48,16884
-1456,32,17024
-1524,72,16984
-1464,28,16996
-1440,92,16876
-1476,72,17020
-1504,52,16988
-1520,36,16984
-1520,128,16888
-1464,112,17032
-1564,92,16976
-1408,44,16992
-1452,96,16976
-1480,88,16964
-1492,76,17012
-1476,96,16960
-1508,56,17064
-1520,52,17004
-1492,24,17120
-1508,44,16996
-1568,44,16996
-1472,72,16920
-1532,76,16952
-1488,108,17160
-1508,92,16964
-1504,120,17060
-1512,80,17020
-1444,140,17056
-1472,132,16976
-1476,-4,16964
-1468,116,17080
-1480,116,17040
-1504,52,17068
-1512,100,16976
-1484,36,16960
-1508,40,17012
-1548,108,17028
-1432,52,17056
-1432,60,17004
-1500,76,17004
-1504,88,17028
-1524,60,17008
-1536,40,17036
-1472,116,17060
-1504,52,17116
-1468,88,17076
-1460,104,16928
-1504,64,16916
-1504,60,16980
-1472,36,17080
-1472,108,16988
-1524,84,16976
-1460,112,16940
-1464,68,17028
-1484,56,17040
-1448,104,17020
-1484,108,17008
-1420,-12,17036
-1528,148,16984
-1420,96,17000
-1504,60,16956
-1452,68,17000
-1400,68,17000
-1504,160,17044
-1560,140,17000
-1476,36,16980
-1508,80,16992
-1480,28,17048
-1504,112,17092
-1464,16,16972
-1532,100,17124
-1480,32,17048
-1440,96,17152
-1464,96,16920
-1480,60,17092
-1416,132,16968
-1492,108,17000
-1512,80,17072
-1404,84,17052
-1508,144,17032
-1468,52,17088
-1472,108,17076
-1484,76,16996
-1480,116,16912
-1488,60,16928
-1464,68,16976
-1452,140,16928
-1516,56,16980
-1480,108,17008
-1548,80,17004
-1488,56,17092
-1440,148,17052
-1460,48,17068
-1488,124,17064
-1528,100,16984
-1536,76,17012
-1472,20,17092
-1444,60,17040
-1524,36,17104
-1444,108,16900
-1456,56,16992
-1472,108,16936
-1440,68,16952
-1496,116,16960
-1504,128,17012
-1496,48,16980
-1448,32,17096
-1480,0,17020
-1436,132,16944
-1464,100,16976
-1452,44,17052
-1460,44,17104
-1432,108,16996
-1512,56,16956
-1496,76,17052
-1480,72,16980
-1488,152,16932
-1496,32,17052
-1500,132,17148
-1504,96,16948
-1508,92,17040
-1500,92,17024
-1484,68,17000
-1488,100,17000
-1452,132,16980
-1452,60,16896
-1508,140,16904
-1456,152,16948
-1472,100,16984
-1460,12,16916
-1472,120,17092
-1416,108,17004
-1476,68,16968
-1468,108,17004
-1572,88,17016
-1480,80,16996
-1520,84,17040
-1428,88,17076
-1496,76,17064
-1516,52,17016
-1436,72,17028
-1588,84,16968
-1460,104,17044
-1452,132,17016
-1540,72,17076
-1508,128,16936
-1460,132,16928
-1448,76,16948
-1496,84,16996
-1472,108,17168
-1560,120,16916
-1452,92,16960
-1548,112,16984
-1536,96,16992
-1512,128,16964
-1480,80,16960
-1544,100,17064
-1444,88,16920
-1472,44,17092
-1572,100,17016
-1468,188,17096
-1468,72,16984
-1488,112,17040
-1540,100,16944
-1540,128,17040
-1400,44,16844
-1508,120,16912
-1440,176,16988
-1516,68,16900
-1528,132,17028
-1444,100,17044
-1480,16,17004
-1464,84,16940
-1516,148,17032
-1432,124,16992
-1472,20,16944
-1492,56,16996
-1524,116,16944
-1548,92,16952
-1480,72,17056
-1572,60,16984
-1500,128,16948
-1532,144,17004
-1552,72,17000
-1512,96,16852
-1464,68,17152
-1484,76,16980
-1448,44,17024
-1476,20,16984
-1524,104,17060
-1512,60,17028
-1496,80,17040
-1572,76,17120
-1512,92,16964
-1552,84,16992
-1536,92,16960
-1496,108,17160
-1496,140,16904
-1464,52,16968
-1508,56,16932
-1424,60,17100
-1552,108,16968
-1468,124,16968
-1452,60,17068
-1460,148,17112
-1520,104,16956
-1504,108,17020
-1532,72,16896
-1516,52,17024
-1484,40,17008
-1504,-4,17104
